SizeRank,City,State,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
90,Spokane,WA,121406,121319,121253,121116,120667,120166,119689,119645,119827,120068,120245,120196,120240,120255,120381,120430,120601,120858,121188,121513,121899,122326,122760,123153,123411,123588,123723,123931,124213,124525,124884,125303,125776,126262,126722,127168,127506,127769,127981,128345,128898,129605,130365,131266,132280,133261,134269,135091,135777,136265,136703,137322,138301,139674,141368,142960,144356,145474,146429,147535,148660,149555,150513,151856,153955,156871,160317,164277,167931,170652,172635,174003,174775,175341,177207,180072,183661,186330,189194,191643,194185,196346,197923,198529,198618,199191,200221,201722,203240,205186,207205,208753,209432,209518,209254,208436,206598,204931,204020,203740,203928,203771,203349,201824,199438,196832,194142,192569,191370,190302,188773,187854,187300,187135,186490,185933,185653,185970,186192,185954,184879,183661,182343,182444,182885,183267,181723,179053,175643,173271,171872,170962,170345,169968,169684,168404,166497,164365,162947,162048,161456,160789,159689,158858,158798,159072,159141,158195,157198,156372,155795,155402,155292,155536,156094,157030,157807,158441,158653,159166,159923,160735,161259,161334,161264,161358,161630,162520,163013,163612,163801,164444,165063,165457,165713,165838,166010,166007,166291,167091,167799,168378,168567,169306,170196,171253,172444,173829,175434,177034,178576,180270,181984,183719,184889,185786,186282,186871,187493,188533,189818,191485,193373,195498,197634,199939,202283,204351,206009,207523,209052,210402,211688,212775,214061,215643,217764,220404,223215,226042,228589,230904,233423,235605,237447,238561,239678,240877,242312,244293,246991,250268,253417,256229,258323,259918,261002,262237,263909,265816,269452,273737,278574,282007,284361,285842,287171,289259,292756,297332,302394,307556,312479,317959,323922,330451,336722,342559,347304,350471,351673,352265,353226,355375,359348,365081,372039,378669,383935,387202,387342,384927,380978,377741,375090,372584,370827
91,Winston-Salem,NC,99487,99862,100059,100590,101051,101561,101928,102202,102456,102747,103062,103392,103757,104107,104508,104864,105215,105541,105925,106344,106727,107053,107350,107663,107938,108178,108369,108544,108643,108688,108759,108925,109164,109455,109662,109817,109899,109951,109972,110052,110272,110538,110797,111060,111347,111638,111932,112224,112534,112806,113166,113492,113835,114095,114287,114469,114646,114908,115158,115430,115700,115956,116207,116433,116697,117023,117403,117813,118157,118482,118823,119201,119600,119908,120198,120485,120856,121244,121668,122076,122496,122833,123123,123393,123663,123927,124086,124205,124313,124529,124759,124965,125069,125188,125308,125492,125622,125916,126417,126688,126536,0,125237,124834,124616,124527,124271,123970,123765,123657,123605,123503,123388,123322,123211,122984,122573,122054,121541,120973,120561,120196,119918,119723,119801,119974,120007,119768,119480,119039,118574,118103,117637,117106,116538,116108,115636,114978,114240,113488,112989,112470,112061,111491,110899,110361,110064,109875,109761,109741,109937,110110,110101,110001,109790,109591,109170,108682,108353,107857,107492,107181,107305,107566,107648,107797,107898,108270,108454,108682,108823,109288,109940,110479,110770,110804,110628,110316,110151,110275,110384,110461,110403,110635,111133,111802,112528,113136,113527,113827,113960,114369,114896,115468,115664,115855,116077,116486,116678,116967,117421,118151,118831,119451,119756,119942,120187,120793,121449,122124,122725,123393,123983,124645,125483,126367,127094,127697,128387,129222,130132,131017,131981,133010,134224,135268,136298,137323,138722,140223,141743,142911,143762,144399,144994,145654,146357,147259,148475,149658,150662,151564,152673,154000,154960,155726,156628,158172,160394,162969,165678,168227,170467,172793,175286,178233,181565,185248,188004,189434,189548,189882,190918,192366,195065,198508,202962,207253,211214,214883,217739,219449,220150,220773,221419,221873,222729
92,Jersey City,NJ,136142,136741,137183,138091,139000,139788,140868,142134,143874,145726,147554,149363,151105,152880,154541,156101,157401,159043,160871,163316,165750,168565,171161,173631,175819,177971,180009,181901,183659,185801,188136,190883,193626,196461,199000,201205,203247,205269,207484,209855,212348,215100,217764,220579,223135,225798,228522,231311,233972,236526,239167,242035,245155,248748,253073,0,265323,270175,273087,277073,281854,287123,291812,296551,301247,306634,312249,318077,324129,330008,335311,339296,343367,347973,352872,358171,362864,367457,370514,372186,373130,373275,373914,374504,375168,375776,376193,376784,377381,378024,378351,377395,375620,373704,371940,370162,367274,365547,360194,356038,350862,349950,348598,345707,341079,335944,330983,327513,322412,318988,314408,308815,301195,292745,287357,284110,283397,283168,283139,281701,281076,278856,276310,277159,279574,282117,279386,275022,270166,266589,263681,262101,261106,260061,258681,254705,249421,245304,242163,241418,240472,240586,241502,241402,238199,233296,229409,228447,228115,226662,225611,223710,222878,221750,222225,222703,224837,226971,229982,232384,235112,236916,238294,239678,242298,245504,248005,249175,251495,254975,260233,263929,267196,268796,270676,272419,274867,276790,278576,279776,281373,282614,285063,286989,289860,290740,292425,294527,299179,304543,309881,314787,318998,322706,326172,329811,333833,337242,339718,341765,343830,345808,348001,351579,356019,360560,364159,368336,373001,377886,383434,389260,394988,400316,404696,408923,412195,416253,420934,425065,429986,435159,441604,446546,449701,450168,449903,449537,450954,452508,454743,457095,459418,460298,460271,459032,458199,458482,459816,461639,465242,470287,476413,481201,485042,487092,487165,487889,491009,496423,501717,505993,508960,511969,515455,519482,524931,531117,538416,543284,546619,549067,551263,553131,553599,554447,556989,560804,565628,569950,572263,571651,568221,564928,561645,558688,560573
93,Lawrenceville,GA,164268,164627,165031,165927,166944,168000,168978,170078,171225,172419,173338,174281,175085,175907,176590,177315,178048,178762,179489,180347,181274,182159,182799,183436,183993,184670,185262,185927,186580,187161,187690,188256,188916,189590,190014,190430,190798,191235,191621,191978,192265,192486,192756,193150,193605,194077,194470,194881,195132,195371,195568,195922,196365,196760,197147,197612,198155,198636,198918,199187,199482,199918,200274,200690,201186,201806,202473,203165,203942,204738,205464,206117,206624,207165,207687,208420,209200,210086,210915,211729,212328,212812,213072,213328,213422,213538,213794,214186,214658,215054,215451,215771,215829,215797,215346,214660,213255,212030,210656,209879,208852,207926,206401,204451,202459,200240,197425,193028,188584,184205,181298,178708,176705,174847,173660,173180,172323,170858,169397,168415,167506,166159,164897,164349,164016,163943,162667,160805,157585,154260,151073,148331,145720,143558,141469,139571,136966,134163,131714,130490,130318,130473,130122,128822,127631,126334,125732,125082,124937,125399,126385,127334,128251,128887,129666,130500,131600,133105,135188,137660,140685,143709,146714,149368,151777,154089,155997,157854,159557,161324,163040,164752,166743,168469,169974,171030,171979,172895,173847,174722,175528,176358,177350,178490,179892,181230,182531,183612,184809,186111,187486,189068,190781,192591,194146,195513,196621,197299,197601,197747,198246,199253,200562,202093,203536,205013,206574,208218,209952,211521,212974,214039,215037,216043,217400,219310,221468,223654,225549,227177,228797,230164,231686,232938,234089,234989,235968,237158,238532,239989,241536,243071,244605,245856,246752,247436,247966,248683,249847,251508,253295,254855,256277,257588,258413,258962,259693,261227,263478,266511,270261,274450,278790,283095,287513,291855,296035,300218,303834,307221,310433,314731,320207,326723,334384,342632,350667,357396,362702,366952,369337,369614,368316,366741,365070,362667,359702
94,Chula Vista,CA,217227,218023,219039,221300,223708,226650,230109,234047,237838,240956,243785,246211,248300,250730,253972,258154,262215,265539,268473,271366,274503,277544,280401,282769,284982,287142,289812,293029,297048,301482,307062,313080,319259,325122,330554,336481,341823,346860,351908,357258,363509,369275,376357,383045,390517,396974,403025,407317,412006,418414,426292,434548,443128,456099,470215,484274,496124,507301,516875,525159,530993,535939,542734,551442,561044,567009,571159,574464,577042,578378,578795,578633,579682,579354,579682,579224,580564,580632,579123,576029,572875,570038,568121,565867,564084,561884,557006,551083,544370,539055,533381,528812,523375,517770,510901,504603,496687,486584,474907,463192,449505,434938,419684,405734,391796,379561,368818,360319,353026,347760,344138,338724,334313,327120,322805,318098,317668,318047,320836,323761,326594,328197,329898,333116,334792,335803,335034,334195,332364,329335,326638,325301,324579,323991,322526,321853,321226,320885,319728,317280,314819,312866,312067,311135,311540,312548,313774,313714,314167,316336,318707,321074,323593,327576,332656,337866,342674,346517,349444,352661,357512,364485,371797,379192,385707,391521,395082,397666,399858,402952,406138,409962,413617,417425,419443,420892,422160,424381,427101,429142,431491,434031,437473,440990,444383,448030,450972,454299,457643,461858,465926,469777,473668,477482,480124,481836,482792,484913,486840,488831,489700,491580,493631,496987,500267,503875,506497,509223,511344,514373,516586,519629,522334,525923,528764,532007,534426,536663,538094,539387,541051,542488,544197,545502,546511,547464,547863,547977,548196,548882,550136,550996,551365,551641,552355,553822,555042,556101,558203,561660,566165,570675,575326,579656,581924,582322,582366,584877,590331,598107,607812,618505,629302,639570,649484,659899,670764,681041,688725,692184,692812,693467,696978,703157,714899,730712,749651,766211,778040,784440,784253,778788,770230,762393,756083,750212,743908
95,San Bernardino,CA,94531,95158,95658,96549,97198,97712,98255,98821,99279,99739,100259,100910,101610,102205,102944,103737,104581,105462,106414,107491,108474,109392,110269,111224,112123,112922,113609,114289,115081,116103,117437,119130,120885,122694,124470,126222,127841,129178,130662,132441,134700,136970,139227,141640,144137,146991,150067,153349,156183,159074,162533,166358,170218,174089,178542,184274,189934,195439,200345,206191,212145,217747,222476,228295,233152,237956,241991,247055,252945,258425,263659,268327,273094,277746,282631,287173,291501,295223,298424,300815,302327,303543,304176,303888,303664,304172,304829,305281,304420,303034,299817,295946,291580,286931,282187,277601,273282,267445,259259,249068,238344,227642,216344,205162,194463,185266,175814,166430,157243,150533,144985,140079,134917,130842,127757,125634,122279,119158,117103,116816,117274,117095,117216,117643,118719,119900,120948,121466,121770,121716,121463,121422,121434,121676,121273,120411,119630,119039,118624,117562,116730,116035,116371,116502,116556,115578,114499,113421,113204,113470,114087,114811,116525,119182,122424,125683,128467,130377,131617,133130,135771,138923,142115,145222,149218,154478,159884,164433,167190,168969,170293,171989,174356,176513,178577,180245,182573,185435,188841,192170,194433,195570,195920,196774,198328,200095,201869,202517,202575,201388,199694,197191,196784,199349,204448,209449,213709,217391,220392,223123,222204,218189,211803,207393,208315,214165,223720,232409,238794,243231,246235,249015,253012,258771,265368,271657,275821,277921,277737,276958,276806,277515,278964,280712,283362,287099,290838,294092,295392,295580,294678,294024,293224,292201,291443,291637,293402,296787,301639,306549,309678,310726,310476,310717,310857,310834,310773,312079,315810,321938,329840,338273,344901,349890,353674,358049,362972,367977,372324,375662,379231,384133,390785,398064,405563,412913,420114,426754,432599,437243,439676,439840,439043,439392,440629,441478,438839
96,Madison,WI,133766,133610,133749,133855,134411,135061,135894,136621,137241,137842,138445,139057,139581,140109,140723,141423,142204,143061,144016,144822,145456,146005,146626,147359,148092,148834,149550,150270,151041,151821,152517,153098,153605,154189,154785,155343,155833,156263,156771,157298,158047,158920,159998,161259,162692,164362,165605,166588,167283,168314,169516,170800,172374,174262,176413,177940,179090,179903,181027,182134,183273,184318,185849,187633,189590,191292,192886,194309,195445,196414,197312,198169,198994,199924,200669,201339,201947,202816,203375,203625,203614,203679,203811,203968,204407,205014,205849,206512,207022,207113,207013,206804,206847,207180,207577,207893,207108,205769,204240,203504,203231,202974,202697,202321,201739,200663,198874,197514,196747,196681,196474,196632,196879,196914,196599,196481,196455,196320,196161,196211,196638,197035,197393,197149,197001,196627,195980,194664,193120,192109,191280,190379,189521,188848,188779,188733,188540,188123,187650,187259,186737,185898,185048,184204,183532,183091,182657,182561,182614,183060,183439,183916,184426,185200,185920,186529,187165,188014,188689,189321,190006,191131,192359,193534,194608,195697,196682,197719,198882,200083,201167,201833,202423,202922,203549,204226,204870,205467,206021,206787,207583,208416,209118,209864,210678,211565,212665,214017,215538,217302,218948,220923,222805,224492,225763,227055,228417,229726,230684,231606,232829,234360,236151,237828,239112,240201,241168,242467,243837,245496,247113,248399,249398,250276,251375,252709,254263,255849,257365,258813,260429,261832,263198,264274,265088,265553,265897,266576,267608,268877,270305,271529,272613,273581,274492,275281,275790,276573,277656,279061,280866,283024,285553,287741,289293,290265,290994,292457,294774,297976,301234,304302,307140,310355,314172,318394,322609,325988,327698,327652,326320,325275,325035,326021,328469,332164,337269,342919,348457,352501,354289,353659,352176,351106,351161,351496,352414
97,Glendale,AZ,122860,123094,123409,124066,124833,125511,126186,126827,127522,128172,128832,129519,130182,130783,131367,131986,132607,133230,133782,134349,134919,135535,136156,136707,137195,137636,138098,138545,138959,139510,140167,141005,141689,142325,142904,143549,144172,144767,145269,145847,146443,147130,147822,148561,149468,150392,151203,151848,152397,153093,153996,155083,156456,157944,160013,162439,164739,167001,169197,172039,175243,179342,183499,188214,193437,200399,208423,216564,225287,233262,240984,246162,249003,252756,257111,262107,264989,266777,267029,265938,263730,262437,260866,259431,257714,256615,256094,256225,256464,255938,254571,252455,250062,247507,243960,239903,235643,230350,224711,218082,213113,208313,202966,196272,189513,183836,177021,169549,162278,157369,153356,149397,144838,140766,137368,134551,132095,129194,127607,126704,126596,125801,124855,124374,123918,123423,121650,119552,116867,114968,113292,111622,109223,107123,105763,104621,103464,102052,101318,101072,101152,101323,101279,101857,102458,103399,104262,106020,108765,112071,115613,119126,122922,126600,130062,133067,135834,138256,140672,143305,146330,149404,152347,155143,157835,160389,162309,163639,165083,166621,168017,168764,169221,169533,169892,170456,171191,171627,172051,172387,173031,173765,174875,176453,178338,180351,182346,184407,186727,189126,191591,193908,196607,199177,201095,202093,202747,203526,204522,205676,207277,208782,210090,211191,212472,214002,215731,217301,218781,220220,221546,222836,224045,225351,226542,227777,229561,231549,233526,234852,236275,237613,239392,241014,242555,243678,244675,245691,247200,249115,250879,252252,253128,254105,254951,256163,257569,259473,261709,264093,266884,270143,273895,277282,279512,280774,281681,283215,285856,289404,293869,298765,303919,309148,314510,319935,325592,331723,337955,343956,349473,354826,360299,365603,371300,377480,384633,392161,399480,405684,409080,409206,406001,401286,395734,389897,385255
98,Mobile,AL,86377,86553,86771,87166,87701,88269,88903,89422,89803,89950,90086,90301,90624,90918,91204,91558,91945,92383,92900,93328,93646,93825,94055,94267,94492,94668,94883,95046,95107,95069,95016,94997,95010,94982,95059,95197,95400,95560,95710,95864,96048,96191,96363,96459,96491,96366,96240,96208,96352,96575,96841,97104,97351,97534,97738,97912,98159,98383,98817,99280,99811,100231,100597,100936,101237,101631,102093,102574,103074,103669,104854,106417,108149,109379,110811,112353,114181,115850,117519,119303,120946,122325,123357,124012,124207,124832,125446,126520,127382,128408,129256,129691,129995,130181,130145,130095,129929,129923,129975,130029,129964,129975,130327,130898,131225,131637,131739,131622,131087,130808,130563,130485,130191,129417,127726,125834,124466,123785,123341,123000,122858,122746,122125,121096,120075,119078,117745,116281,114863,114093,113116,111732,109707,107553,106350,105754,105496,104768,104000,103308,102745,101987,101249,100764,100576,100186,99320,98261,97553,97412,97711,97724,97635,97410,97583,97955,98364,98878,99306,99501,99431,99262,99029,98922,98907,99150,99104,98993,98865,98955,98874,98717,98557,98616,98976,99416,99713,99451,99190,99151,99362,99479,99552,99819,100310,100915,101372,101720,101826,101977,102146,102614,103342,104142,104631,105055,105277,105664,105813,106014,106187,106559,107160,107787,108533,109200,109963,110432,110716,110891,111291,111871,112534,113001,113270,113286,113441,113758,114471,115090,115650,115922,116385,116822,117451,117767,118332,119010,119714,120249,120814,121463,122126,122763,123597,124516,125318,126173,127126,128169,129180,129840,130360,130724,131187,131820,132633,133935,135770,137539,139085,139994,140996,142180,143764,145547,147553,149742,152136,154367,156082,157613,159381,161305,163169,164812,166370,168047,169528,171309,172604,173485,173716,173956,174168,174365,175700
99,Irvine,CA,288316,290796,292514,296053,299087,302308,305643,308947,312221,315753,318961,322467,325150,328410,331413,335353,339222,342582,345671,348545,352105,355621,358509,360984,362812,365167,367722,371272,375343,380138,385872,392095,398006,403394,408352,413502,418099,422877,427384,433109,439822,446233,452588,459481,467942,476953,485713,490700,498876,510037,0,543469,560589,578200,594149,605928,612404,617683,620591,625908,632042,638008,645169,651768,659290,663554,669048,675727,683827,690594,695005,701246,706398,712159,715392,719454,722081,724099,722070,721411,719502,719919,717808,714704,713873,713694,713436,709092,703097,697520,689950,681332,669993,660634,654901,647388,637146,621733,610192,598266,588601,579764,574938,572314,571935,569563,564110,556795,549843,547743,544982,544491,543508,542628,542029,541031,542307,545470,551611,558152,560748,561470,560746,564921,567799,569276,565870,562246,558347,554300,549077,545174,543407,543138,541943,538939,533515,529773,528096,526848,523642,520806,520523,522270,521693,519622,516090,513487,512428,512587,513795,516099,519919,526348,535379,544907,554749,563155,571602,579376,589137,600892,612970,623478,633068,642872,653122,662951,672093,679347,685654,690910,695646,697787,697318,694702,694343,696387,701599,706816,712034,716298,719609,720083,720064,719682,719709,716224,710463,704107,699730,696658,701049,710795,723205,730672,734507,736466,737708,733913,726970,719368,716973,718467,726993,738773,753492,763479,770984,775837,780230,785333,792724,802084,811502,821727,829556,834031,833743,833153,833972,835755,836866,839451,843135,848220,852643,855469,853445,847398,839717,835777,833629,832374,830542,830478,832931,836961,840488,842775,843336,844060,845707,848678,849528,847761,845201,845780,850776,858929,869416,879808,888022,893635,897773,905074,916080,929860,943693,957195,971400,988650,1008815,1031486,1057336,1087369,1122430,1157546,1187220,1206449,1213000,1210753,1203521,1199286,1197333,1194672,1186691
